id,year,issue_d,final_d,emp_length_int,home_ownership,home_ownership_cat,income_category,annual_inc,income_cat,loan_amount,term,term_cat,application_type,application_type_cat,purpose,purpose_cat,interest_payments,interest_payment_cat,loan_condition,loan_condition_cat,interest_rate,grade,grade_cat,dti,total_pymnt,total_rec_prncp,recoveries,installment,region,profitability,risk_flag,income_to_loan_ratio,year_wise_default_rate_indicator
33300426,2014,01-11-2014,20-12-4971,10,MORTGAGE,3,Medium,125000,2,35000, 36 months,1,INDIVIDUAL,1,DEBT_CONSOLIDATION,6,Low,1,GOOD LOAN,0,11.44,B,2,29.84,14946.72,11284.74,0,1153.17,cannught,-20053.28,1,3.5714285714285714,0.08
1679751,2012,01-11-2012,03-08-4944,10,RENT,1,Medium,147000,2,12000, 36 months,1,INDIVIDUAL,1,DEBT_CONSOLIDATION,6,Low,1,GOOD LOAN,0,12.12,B,2,13.19,14373.35309,12000,0,399.26,munster,2373.35309,1,12.2500000000000000,0.16
30515876,2014,01-10-2014,20-10-4670,2,RENT,1,Low,55000,1,8000, 36 months,1,INDIVIDUAL,1,CREDIT_CARD,1,Low,1,GOOD LOAN,0,6.03,A,1,13.59,3649.67,3158.98,0,243.49,cannught,-4350.33,1,6.8750000000000000,0.08
2087619,2012,01-11-2012,17-03-4917,3,RENT,1,Low,52550,1,12375, 36 months,1,INDIVIDUAL,1,CAR,2,Low,1,GOOD LOAN,0,12.12,B,2,8.68,14466.7437,12375,0,411.74,munster,2091.7437,1,4.2464646464646465,0.16
1682886,2012,01-11-2012,23-07-4725,10,RENT,1,Low,53000,1,10000, 36 months,1,INDIVIDUAL,1,CREDIT_CARD,1,High,2,GOOD LOAN,0,18.75,D,4,11.09,12992.37247,10000,0,365.3,ulster,2992.37247,1,5.3000000000000000,0.16
8969352,2013,01-11-2013,24-04-4780,10,RENT,1,Low,38000,1,13400, 60 months,2,INDIVIDUAL,1,DEBT_CONSOLIDATION,6,High,2,BAD LOAN,1,17.76,D,4,22.43,3489.96,722.05,1797.46,338.53,leinster,-9910.04,0,2.8358208955223881,0.14
7914684,2013,01-11-2013,11-09-4807,0.5,RENT,1,Low,75000,1,20000, 36 months,1,INDIVIDUAL,1,DEBT_CONSOLIDATION,6,High,2,BAD LOAN,1,14.3,C,3,29.4,13043.12,9492.71,0,686.48,munster,-6956.88,0,3.7500000000000000,0.14
34313885,2014,01-11-2014,20-12-4971,10,MORTGAGE,3,Low,60000,1,22750, 36 months,1,INDIVIDUAL,1,DEBT_CONSOLIDATION,6,Low,1,GOOD LOAN,0,12.39,C,3,33.8,9854.95,7264.05,0,759.88,leinster,-12895.05,1,2.6373626373626374,0.08
1679355,2012,01-11-2012,16-03-4917,4,RENT,1,Low,60000,1,11000, 36 months,1,INDIVIDUAL,1,CREDIT_CARD,1,High,2,GOOD LOAN,0,14.09,B,2,16.42,12254.59,11000,0,376.44,leinster,1254.59,1,5.4545454545454545,0.16
26270673,2014,01-09-2014,20-10-4670,0.5,MORTGAGE,3,Low,47700,1,10000, 36 months,1,INDIVIDUAL,1,CREDIT_CARD,1,Low,1,GOOD LOAN,0,9.17,B,2,9.82,5100.64,4108.36,0,318.79,ulster,-4899.36,1,4.7700000000000000,0.08
1047018,2011,01-12-2011,19-12-4971,10,RENT,1,Low,43000,1,5000, 36 months,1,INDIVIDUAL,1,OTHER,4,Low,1,GOOD LOAN,0,11.71,B,2,13.48,5950.733572,5000,0,165.38,munster,950.733572,1,8.6000000000000000,0.15
814974,2011,01-07-2011,20-10-4670,2,RENT,1,Low,49200,1,6500, 60 months,2,INDIVIDUAL,1,CAR,2,High,2,GOOD LOAN,0,17.99,E,5,19.63,8724.39,5400.39,0,165.03,leinster,2224.39,1,7.5692307692307692,0.15
1442784,2012,01-08-2012,14-06-4862,10,MORTGAGE,3,Low,59500,1,4000, 36 months,1,INDIVIDUAL,1,DEBT_CONSOLIDATION,6,Low,1,GOOD LOAN,0,11.14,B,2,14.02,4723.743672,4000,0,131.23,ulster,723.743672,1,14.8750000000000000,0.16
4557975,2013,01-05-2013,24-04-4780,10,MORTGAGE,3,Low,92212,1,34475, 60 months,2,INDIVIDUAL,1,DEBT_CONSOLIDATION,6,High,2,BAD LOAN,1,23.63,F,6,15,14424.97,2972.68,4581.07,984.39,leinster,-20050.03,0,2.6747498187092096,0.14
10128114,2013,01-12-2013,17-03-4917,7,MORTGAGE,3,Low,50000,1,6250, 36 months,1,INDIVIDUAL,1,DEBT_CONSOLIDATION,6,High,2,GOOD LOAN,0,17.57,D,4,18.29,7000.986712,6250,0,224.61,munster,750.986712,1,8.0000000000000000,0.14
1378590,2012,01-07-2012,30-10-4889,0.5,MORTGAGE,3,Low,40280,1,6075, 60 months,2,INDIVIDUAL,1,HOME_IMPROVEMENT,7,High,2,BAD LOAN,1,18.55,D,4,7.36,5924.58,3179.7,0,156.09,Northern-Irl,-150.42,0,6.6304526748971193,0.16
408746,2009,01-06-2009,08-09-4807,2,RENT,1,Low,96000,1,6200, 36 months,1,INDIVIDUAL,1,CREDIT_CARD,1,High,2,GOOD LOAN,0,13.47,C,3,7.13,7566.78,6200,0,210.32,munster,1366.78,1,15.4838709677419355,0.14
1089922,2012,01-01-2012,19-10-4670,6.05,OWN,2,Low,35000,1,8000, 36 months,1,INDIVIDUAL,1,CREDIT_CARD,1,Low,1,GOOD LOAN,0,10.65,B,2,21.69,9378.702048,8000,0,260.59,cannught,1378.702048,1,4.3750000000000000,0.16
802810,2011,01-07-2011,26-01-4835,10,OWN,2,Medium,141000,2,10000, 36 months,1,INDIVIDUAL,1,HOME_IMPROVEMENT,7,Low,1,GOOD LOAN,0,7.49,A,1,4.06,11189.25487,10000,0,311.02,Northern-Irl,1189.25487,1,14.1000000000000000,0.15
6235278,2013,01-07-2013,28-10-4889,2,RENT,1,Low,65000,1,20000, 60 months,2,INDIVIDUAL,1,OTHER,4,High,2,BAD LOAN,1,15.22,C,3,8.29,3702.64,450.35,2749.38,478.12,ulster,-16297.36,0,3.2500000000000000,0.14
5855270,2013,01-06-2013,06-03-4698,0.5,MORTGAGE,3,Low,48000,1,4000, 36 months,1,INDIVIDUAL,1,CAR,2,High,2,GOOD LOAN,0,14.33,C,3,12.73,4642.83,4000,0,137.36,Northern-Irl,642.83,1,12.0000000000000000,0.14
752928,2011,01-05-2011,10-09-4807,6,MORTGAGE,3,Low,78000,1,15275, 36 months,1,INDIVIDUAL,1,DEBT_CONSOLIDATION,6,High,2,GOOD LOAN,0,16.89,D,4,23.38,19558.59126,15275,0,543.76,cannught,4283.59126,1,5.1063829787234043,0.15
420983,2009,01-07-2009,24-01-4835,6,MORTGAGE,3,Medium,200000,2,25000, 36 months,1,INDIVIDUAL,1,SMALL_BUSINESS,3,Low,1,GOOD LOAN,0,11.58,B,2,4.85,29707.44,24999.98,0,825.34,leinster,4707.44,1,8.0000000000000000,0.14
669559,2011,01-02-2011,05-03-4698,3,RENT,1,Low,64000,1,18000, 36 months,1,INDIVIDUAL,1,CREDIT_CARD,1,Low,1,GOOD LOAN,0,11.11,B,2,3.53,21232.83,18000,0,590.24,ulster,3232.83,1,3.5555555555555556,0.15
8609524,2013,01-11-2013,14-06-4862,8,MORTGAGE,3,Low,67488,1,18000, 60 months,2,INDIVIDUAL,1,DEBT_CONSOLIDATION,6,High,2,GOOD LOAN,0,17.1,C,3,3.08,22673.23,18000,0,448.32,ulster,4673.23,1,3.7493333333333333,0.14
6582771,2013,01-08-2013,27-01-4835,10,MORTGAGE,3,Medium,118000,2,9000, 36 months,1,INDIVIDUAL,1,DEBT_CONSOLIDATION,6,High,2,GOOD LOAN,0,15.22,C,3,17.01,10948.89167,9000,0,312.96,Northern-Irl,1948.89167,1,13.1111111111111111,0.14
5039700,2013,01-05-2013,20-12-4971,10,MORTGAGE,3,Medium,133000,2,6300, 36 months,1,INDIVIDUAL,1,HOME_IMPROVEMENT,7,High,2,GOOD LOAN,0,18.75,D,4,14.42,8243.200004,6300,0,230.14,leinster,1943.200004,1,21.1111111111111111,0.14
28452586,2014,01-10-2014,27-01-4835,10,RENT,1,Low,73000,1,6000, 36 months,1,INDIVIDUAL,1,DEBT_CONSOLIDATION,6,High,2,BAD LOAN,1,13.98,C,3,15.58,1835.77,1274.22,0,205.01,Northern-Irl,-4164.23,0,12.1666666666666667,0.08
660615,2011,01-02-2011,10-06-4862,6,RENT,1,Low,100000,1,20000, 60 months,2,INDIVIDUAL,1,SMALL_BUSINESS,3,High,2,BAD LOAN,1,16.77,E,5,9.65,3806.71,1333.99,844.69,494.59,leinster,-16193.29,0,5.0000000000000000,0.15
1548822,2012,01-10-2012,18-03-4917,0.5,MORTGAGE,3,Low,31000,1,7500, 36 months,1,INDIVIDUAL,1,DEBT_CONSOLIDATION,6,Low,1,GOOD LOAN,0,13.11,B,2,6.5,9111.025544,7500,0,253.11,leinster,1611.025544,1,4.1333333333333333,0.16
8669066,2013,01-11-2013,20-12-4971,10,MORTGAGE,3,Low,59000,1,22750, 60 months,2,INDIVIDUAL,1,DEBT_CONSOLIDATION,6,High,2,GOOD LOAN,0,15.61,C,3,11.05,13713.26,7406.42,0,548.54,Northern-Irl,-9036.74,1,2.5934065934065934,0.14
7255689,2013,01-10-2013,11-09-4807,10,MORTGAGE,3,Low,78000,1,32000, 36 months,1,INDIVIDUAL,1,CREDIT_CARD,1,Low,1,GOOD LOAN,0,10.99,B,2,13.19,36681.65923,32000,0,1047.49,Northern-Irl,4681.65923,1,2.4375000000000000,0.14
7103545,2013,01-09-2013,27-01-4835,10,OWN,2,Low,80000,1,19950, 36 months,1,INDIVIDUAL,1,DEBT_CONSOLIDATION,6,Low,1,GOOD LOAN,0,6.62,A,1,16.54,21552.3601,19950,0,612.54,leinster,1602.3601,1,4.0100250626566416,0.14
7054149,2013,01-10-2013,25-04-4780,10,MORTGAGE,3,Medium,120000,2,15000, 36 months,1,INDIVIDUAL,1,DEBT_CONSOLIDATION,6,Low,1,GOOD LOAN,0,9.99,B,2,4.77,16853.5,15000,0,483.94,ulster,1853.5,1,8.0000000000000000,0.14
466346,2009,01-12-2009,23-01-4835,4,RENT,1,Low,55000,1,25000, 36 months,1,INDIVIDUAL,1,SMALL_BUSINESS,3,High,2,GOOD LOAN,0,15.65,D,4,4.25,29687.44,25000.01,0,874.66,leinster,4687.44,1,2.2000000000000000,0.14
34512631,2014,01-11-2014,20-12-4971,3,RENT,1,Medium,110000,2,24975, 60 months,2,INDIVIDUAL,1,SMALL_BUSINESS,3,High,2,BAD LOAN,1,25.89,G,7,8.17,9782.1,3065.24,0,746.14,leinster,-15192.9,0,4.4044044044044044,0.08
1100147,2012,01-01-2012,16-03-4917,6.05,RENT,1,Low,36000,1,8500, 60 months,2,INDIVIDUAL,1,SMALL_BUSINESS,3,High,2,BAD LOAN,1,15.96,C,3,12.07,4129.43,2109.12,0,206.53,Northern-Irl,-4370.57,0,4.2352941176470588,0.16
6155174,2013,01-07-2013,20-10-4670,10,MORTGAGE,3,Medium,140000,2,25000, 60 months,2,INDIVIDUAL,1,MAJOR_PURCHASE,8,High,2,GOOD LOAN,0,21.15,E,5,11.08,20338.17,9291.61,0,678.45,munster,-4661.83,1,5.6000000000000000,0.14
24775433,2014,01-09-2014,20-10-4670,6.05,RENT,1,Low,40404,1,6000, 36 months,1,INDIVIDUAL,1,DEBT_CONSOLIDATION,6,High,2,GOOD LOAN,0,16.29,D,4,13.72,3388.96,2312.18,0,211.81,ulster,-2611.04,1,6.7340000000000000,0.08
6296787,2013,01-07-2013,22-07-4725,10,RENT,1,Low,49000,1,9000, 36 months,1,INDIVIDUAL,1,DEBT_CONSOLIDATION,6,High,2,GOOD LOAN,0,15.88,C,3,15.82,9875.876965,9000,0,315.89,Northern-Irl,875.876965,1,5.4444444444444444,0.14
497265,2010,01-04-2010,20-07-4725,1,RENT,1,Low,42000,1,12000, 36 months,1,INDIVIDUAL,1,DEBT_CONSOLIDATION,6,Low,1,GOOD LOAN,0,10.99,B,2,20.51,13821.78,12000,0,392.83,ulster,1821.78,1,3.5000000000000000,0.15
3155696,2013,01-01-2013,01-08-4944,10,MORTGAGE,3,Low,72500,1,19400, 60 months,2,INDIVIDUAL,1,CREDIT_CARD,1,High,2,GOOD LOAN,0,16.29,C,3,18.8,21899.02,19400,0,474.77,ulster,2499.02,1,3.7371134020618557,0.14
651394,2011,01-01-2011,05-03-4698,10,MORTGAGE,3,Low,64000,1,1200, 36 months,1,INDIVIDUAL,1,HOME_IMPROVEMENT,7,Low,1,GOOD LOAN,0,10.74,B,2,1.89,1424.67,1200,0,39.14,ulster,224.67,1,53.3333333333333333,0.15
5696752,2013,01-06-2013,05-03-4698,3,MORTGAGE,3,Low,42000,1,13000, 36 months,1,INDIVIDUAL,1,CREDIT_CARD,1,Low,1,GOOD LOAN,0,12.12,B,2,10.86,13962.79834,13000,0,432.54,leinster,962.79834,1,3.2307692307692308,0.14
5783297,2013,01-06-2013,08-12-4752,10,MORTGAGE,3,Low,73500,1,18500, 36 months,1,INDIVIDUAL,1,DEBT_CONSOLIDATION,6,Low,1,GOOD LOAN,0,12.12,B,2,14.63,21596.4,18500,0,615.53,leinster,3096.4,1,3.9729729729729730,0.14
617588,2010,01-11-2010,03-03-4698,3,RENT,1,Low,52000,1,8400, 36 months,1,INDIVIDUAL,1,DEBT_CONSOLIDATION,6,Low,1,GOOD LOAN,0,5.79,A,1,15.32,6441.44,6100,0,185,ulster,-1958.56,1,6.1904761904761905,0.15
34353748,2014,01-11-2014,20-10-4670,6,RENT,1,Low,50000,1,8000, 36 months,1,INDIVIDUAL,1,DEBT_CONSOLIDATION,6,High,2,GOOD LOAN,0,18.54,E,5,7.25,4063.12,2600.34,0,291.4,munster,-3936.88,1,6.2500000000000000,0.08
4807317,2013,01-06-2013,07-12-4752,2,MORTGAGE,3,Low,48500,1,20000, 60 months,2,INDIVIDUAL,1,DEBT_CONSOLIDATION,6,High,2,BAD LOAN,1,21,E,5,24.37,7469.87,1840.44,2612.63,541.07,leinster,-12530.13,0,2.4250000000000000,0.14
1465228,2012,01-09-2012,17-12-4971,10,MORTGAGE,3,Low,66356,1,22250, 60 months,2,INDIVIDUAL,1,CREDIT_CARD,1,High,2,BAD LOAN,1,18.75,D,4,23.09,2957.87,688.78,1238.75,574.13,Northern-Irl,-19292.13,0,2.9822921348314607,0.16
8976830,2013,01-11-2013,05-03-4698,10,MORTGAGE,3,Low,90000,1,12000, 36 months,1,INDIVIDUAL,1,DEBT_CONSOLIDATION,6,Low,1,GOOD LOAN,0,8.9,A,1,5.52,12260.49,12000,0,381.04,leinster,260.49,1,7.5000000000000000,0.14
9226341,2013,01-12-2013,24-04-4780,8,RENT,1,Low,90000,1,29700, 36 months,1,INDIVIDUAL,1,DEBT_CONSOLIDATION,6,Low,1,GOOD LOAN,0,10.99,B,2,24.98,30995.3,29700,0,972.2,leinster,1295.3,1,3.0303030303030303,0.14
25586857,2014,01-08-2014,20-12-4971,10,RENT,1,Low,35000,1,15750, 36 months,1,INDIVIDUAL,1,CREDIT_CARD,1,Low,1,GOOD LOAN,0,10.15,B,2,8.23,8149.12,6414.85,0,509.32,cannught,-7600.88,1,2.2222222222222222,0.08
8608555,2013,01-11-2013,17-03-4917,7,RENT,1,Low,32000,1,5500, 36 months,1,INDIVIDUAL,1,DEBT_CONSOLIDATION,6,High,2,GOOD LOAN,0,14.3,C,3,22.47,6136.77012,5500,0,188.78,cannught,636.77012,1,5.8181818181818182,0.14
7446596,2013,01-09-2013,20-12-4971,0.5,MORTGAGE,3,Low,35000,1,12250, 60 months,2,INDIVIDUAL,1,CREDIT_CARD,1,High,2,GOOD LOAN,0,17.1,C,3,20.53,8237.67,4262.24,0,305.11,cannught,-4012.33,1,2.8571428571428571,0.14
1501158,2013,01-01-2013,08-12-4752,7,RENT,1,Low,23000,1,6250, 36 months,1,INDIVIDUAL,1,OTHER,4,High,2,BAD LOAN,1,19.05,D,4,27.84,6540.81,4335.17,360.8,229.26,leinster,290.81,0,3.6800000000000000,0.14
8945988,2013,01-11-2013,20-10-4670,10,OWN,2,Low,39000,1,10000, 36 months,1,INDIVIDUAL,1,DEBT_CONSOLIDATION,6,Low,1,GOOD LOAN,0,12.99,B,2,18.8,8421.21,6523.37,0,336.9,leinster,-1578.79,1,3.9000000000000000,0.14
2377806,2012,01-12-2012,20-10-4670,5,MORTGAGE,3,Medium,130100,2,35000, 60 months,2,INDIVIDUAL,1,CREDIT_CARD,1,High,2,GOOD LOAN,0,21.49,E,5,29.69,34415.22,16464.46,0,956.55,leinster,-584.78,1,3.7171428571428571,0.16
37127310,2014,01-12-2014,20-10-4670,10,MORTGAGE,3,Low,60000,1,16000, 60 months,2,INDIVIDUAL,1,DEBT_CONSOLIDATION,6,Low,1,GOOD LOAN,0,9.49,B,2,28.7,4359.04,2855.55,0,335.96,leinster,-11640.96,1,3.7500000000000000,0.08
1076814,2012,01-01-2012,28-10-4889,2,MORTGAGE,3,Medium,122400,2,8175, 36 months,1,INDIVIDUAL,1,DEBT_CONSOLIDATION,6,High,2,BAD LOAN,1,16.29,D,4,14.31,6106.3,3755.42,623.33,288.59,Northern-Irl,-2068.7,0,14.9724770642201835,0.16
33431045,2014,01-10-2014,20-10-4670,10,MORTGAGE,3,Low,72000,1,14000, 36 months,1,INDIVIDUAL,1,CREDIT_CARD,1,Low,1,GOOD LOAN,0,8.39,A,1,19.5,6164.31,5031.68,0,441.24,leinster,-7835.69,1,5.1428571428571429,0.08
8314628,2013,01-10-2013,27-01-4835,7,MORTGAGE,3,Low,81000,1,30000, 60 months,2,INDIVIDUAL,1,DEBT_CONSOLIDATION,6,High,2,GOOD LOAN,0,20.2,D,4,25.69,39060.1917,30000,0,798.16,leinster,9060.1917,1,2.7000000000000000,0.14
723276,2011,01-04-2011,23-04-4780,5,RENT,1,Low,50100,1,6000, 36 months,1,INDIVIDUAL,1,CREDIT_CARD,1,Low,1,GOOD LOAN,0,10,B,2,3.81,6864.59,6000,0,193.61,ulster,864.59,1,8.3500000000000000,0.15
7014665,2013,01-10-2013,20-10-4670,4,RENT,1,Low,42000,1,11200, 36 months,1,INDIVIDUAL,1,DEBT_CONSOLIDATION,6,High,2,GOOD LOAN,0,17.1,C,3,14.06,10796.49,7844.82,0,399.87,leinster,-403.51,1,3.7500000000000000,0.14
5715542,2013,01-06-2013,20-10-4670,10,RENT,1,Low,40000,1,8400, 36 months,1,INDIVIDUAL,1,DEBT_CONSOLIDATION,6,Low,1,GOOD LOAN,0,13.11,B,2,13.38,8783.32,7024.92,0,283.48,munster,383.32,1,4.7619047619047619,0.14
3917024,2013,01-04-2013,20-10-4670,10,MORTGAGE,3,Low,88000,1,5000, 36 months,1,INDIVIDUAL,1,HOME_IMPROVEMENT,7,High,2,GOOD LOAN,0,18.75,D,4,6.65,6022.35,4465.66,0,182.65,Northern-Irl,1022.35,1,17.6000000000000000,0.14
9215846,2013,01-12-2013,20-10-4670,2,MORTGAGE,3,Low,75000,1,11650, 36 months,1,INDIVIDUAL,1,CREDIT_CARD,1,Low,1,GOOD LOAN,0,6.03,A,1,18.53,8864.5,7864.93,0,354.58,Northern-Irl,-2785.5,1,6.4377682403433476,0.14
3065320,2013,01-02-2013,09-09-4807,7,MORTGAGE,3,Low,40000,1,10000, 36 months,1,INDIVIDUAL,1,DEBT_CONSOLIDATION,6,High,2,GOOD LOAN,0,15.31,C,3,4.65,10493.31,10000,0,348.18,ulster,493.31,1,4.0000000000000000,0.14
9776180,2013,01-12-2013,20-10-4670,3,MORTGAGE,3,Medium,120000,2,26500, 36 months,1,INDIVIDUAL,1,HOME_IMPROVEMENT,7,High,2,GOOD LOAN,0,13.98,C,3,15.78,22636.09,17202.39,0,905.45,ulster,-3863.91,1,4.5283018867924528,0.14
29683973,2014,01-10-2014,20-10-4670,9,MORTGAGE,3,Low,49900,1,11450, 60 months,2,INDIVIDUAL,1,DEBT_CONSOLIDATION,6,High,2,GOOD LOAN,0,16.99,D,4,17.45,4256.84,2029.57,0,284.51,cannught,-7193.16,1,4.3580786026200873,0.08
6178338,2013,01-07-2013,20-12-4971,6.05,OWN,2,Low,39000,1,13000, 36 months,1,INDIVIDUAL,1,DEBT_CONSOLIDATION,6,High,2,GOOD LOAN,0,17.56,D,4,23.45,13544.38,9912.29,0,467.12,Northern-Irl,544.38,1,3.0000000000000000,0.14
5375657,2013,01-05-2013,20-10-4670,6.05,RENT,1,Low,42570,1,18825, 36 months,1,INDIVIDUAL,1,CREDIT_CARD,1,High,2,GOOD LOAN,0,17.77,D,4,21.87,21027.68,15577,0,678.4,ulster,2202.68,1,2.2613545816733068,0.14
8305729,2013,01-11-2013,20-10-4670,3,RENT,1,Low,58000,1,12000, 36 months,1,INDIVIDUAL,1,CREDIT_CARD,1,Low,1,GOOD LOAN,0,8.9,A,1,27.08,9526,7989.29,0,381.04,Northern-Irl,-2474,1,4.8333333333333333,0.14
2475367,2013,01-01-2013,24-04-4780,10,MORTGAGE,3,Medium,130000,2,34000, 36 months,1,INDIVIDUAL,1,DEBT_CONSOLIDATION,6,High,2,GOOD LOAN,0,16.29,C,3,13.38,40096.79825,34000,0,1200.22,cannught,6096.79825,1,3.8235294117647059,0.14
31377104,2014,01-10-2014,03-08-4944,4,MORTGAGE,3,Medium,130000,2,20000, 36 months,1,INDIVIDUAL,1,HOME_IMPROVEMENT,7,Low,1,GOOD LOAN,0,6.49,A,1,7.62,21129.67,20000,0,612.89,Northern-Irl,1129.67,1,6.5000000000000000,0.08
6572563,2013,01-08-2013,18-03-4917,6.05,MORTGAGE,3,Low,70000,1,11000, 36 months,1,INDIVIDUAL,1,DEBT_CONSOLIDATION,6,Low,1,GOOD LOAN,0,9.71,B,2,8.2,12554.93708,11000,0,353.45,Northern-Irl,1554.93708,1,6.3636363636363636,0.14
26210347,2014,01-09-2014,11-09-4807,0.5,MORTGAGE,3,Low,59248,1,20000, 36 months,1,INDIVIDUAL,1,CREDIT_CARD,1,High,2,GOOD LOAN,0,13.98,C,3,22.3,22013.01,20000,0,683.36,cannught,2013.01,1,2.9624000000000000,0.08
33181430,2014,01-11-2014,20-10-4670,6.05,RENT,1,Low,78000,1,15350, 60 months,2,INDIVIDUAL,1,DEBT_CONSOLIDATION,6,High,2,GOOD LOAN,0,18.99,E,5,6.58,5549.25,2411.02,0,398.11,ulster,-9800.75,1,5.0814332247557003,0.08
32158383,2014,01-10-2014,20-12-4971,8,RENT,1,Low,95000,1,4000, 36 months,1,INDIVIDUAL,1,CREDIT_CARD,1,High,2,GOOD LOAN,0,13.35,C,3,9.37,1893.47,1369.75,0,135.46,Northern-Irl,-2106.53,1,23.7500000000000000,0.08
1814842,2012,01-11-2012,19-12-4971,10,MORTGAGE,3,Low,100000,1,24000, 60 months,2,INDIVIDUAL,1,HOME_IMPROVEMENT,7,High,2,BAD LOAN,1,19.05,D,4,22.76,18001.36,7363.2,2420.36,623.24,cannught,-5998.64,0,4.1666666666666667,0.16
30345598,2014,01-10-2014,30-10-4889,2,RENT,1,Low,50000,1,8400, 36 months,1,INDIVIDUAL,1,CREDIT_CARD,1,Low,1,GOOD LOAN,0,10.99,B,2,8.26,9167.05,8400,0,274.97,munster,767.05,1,5.9523809523809524,0.08
540560,2010,01-07-2010,25-01-4835,4,MORTGAGE,3,Low,100000,1,20500, 36 months,1,INDIVIDUAL,1,DEBT_CONSOLIDATION,6,High,2,GOOD LOAN,0,18.67,F,6,15.36,26922.6,20500,0,748.04,ulster,6422.6,1,4.8780487804878049,0.15
1357930,2012,01-08-2012,21-07-4725,10,MORTGAGE,3,Low,73000,1,10000, 36 months,1,INDIVIDUAL,1,DEBT_CONSOLIDATION,6,Low,1,GOOD LOAN,0,11.14,B,2,12.79,10603.47,10000,0,328.06,Northern-Irl,603.47,1,7.3000000000000000,0.16
30736224,2014,01-10-2014,20-10-4670,6.05,RENT,1,Low,32000,1,9600, 36 months,1,INDIVIDUAL,1,DEBT_CONSOLIDATION,6,Low,1,GOOD LOAN,0,7.69,A,1,31.21,4487.8,3733.74,0,299.46,munster,-5112.2,1,3.3333333333333333,0.08
9524991,2013,01-12-2013,18-03-4917,3,RENT,1,Low,26000,1,3250, 36 months,1,INDIVIDUAL,1,DEBT_CONSOLIDATION,6,High,2,BAD LOAN,1,16.99,D,4,26.96,2548.68,1787.98,0,115.86,leinster,-701.32,0,8.0000000000000000,0.14
1677589,2012,01-11-2012,03-08-4944,2,MORTGAGE,3,Low,100000,1,23850, 36 months,1,INDIVIDUAL,1,SMALL_BUSINESS,3,High,2,GOOD LOAN,0,14.33,C,3,14.63,29482.66629,23850,0,818.97,ulster,5632.66629,1,4.1928721174004193,0.16
1475072,2012,01-08-2012,04-03-4698,1,RENT,1,Low,14000,1,4125, 36 months,1,INDIVIDUAL,1,DEBT_CONSOLIDATION,6,Low,1,GOOD LOAN,0,10.16,B,2,18.26,4290.55,4125,0,133.42,Northern-Irl,165.55,1,3.3939393939393939,0.16
1333122,2012,01-06-2012,17-10-4670,1,RENT,1,Low,70000,1,8800, 36 months,1,INDIVIDUAL,1,DEBT_CONSOLIDATION,6,Low,1,GOOD LOAN,0,7.62,A,1,10.13,9057.9,8800,0,274.22,Northern-Irl,257.9,1,7.9545454545454545,0.16
3381395,2013,01-02-2013,27-01-4835,5,RENT,1,Low,38000,1,8400, 36 months,1,INDIVIDUAL,1,DEBT_CONSOLIDATION,6,High,2,BAD LOAN,1,17.27,C,3,16.48,8704.06,6395.7,0,300.62,ulster,304.06,0,4.5238095238095238,0.14
5135692,2013,01-05-2013,30-10-4889,10,MORTGAGE,3,Low,53000,1,10000, 36 months,1,INDIVIDUAL,1,CREDIT_CARD,1,Low,1,GOOD LOAN,0,6.03,A,1,4.85,10910.22,10000,0,304.36,Northern-Irl,910.22,1,5.3000000000000000,0.14
6454831,2013,01-08-2013,20-10-4670,7,MORTGAGE,3,Low,85000,1,16000, 36 months,1,INDIVIDUAL,1,DEBT_CONSOLIDATION,6,Low,1,GOOD LOAN,0,11.55,B,2,19.19,14788.96,11951.84,0,528,Northern-Irl,-1211.04,1,5.3125000000000000,0.14
12405142,2014,01-10-2014,20-10-4670,10,MORTGAGE,3,Medium,129697,2,17975, 60 months,2,INDIVIDUAL,1,OTHER,4,High,2,GOOD LOAN,0,16.99,D,4,14,6699.45,3186.2,0,446.63,ulster,-11275.55,1,7.2154102920723227,0.08
1535025,2012,01-09-2012,20-10-4670,9,MORTGAGE,3,Medium,163717,2,35000, 60 months,2,INDIVIDUAL,1,DEBT_CONSOLIDATION,6,High,2,GOOD LOAN,0,15.31,C,3,9.54,33486.12,20258.76,0,838.36,ulster,-1513.88,1,4.6776285714285714,0.16
5944648,2013,01-07-2013,20-10-4670,4,MORTGAGE,3,Low,72000,1,20000, 36 months,1,INDIVIDUAL,1,DEBT_CONSOLIDATION,6,Low,1,GOOD LOAN,0,11.55,B,2,21.98,19798.67,16169.25,0,660,cannught,-201.33,1,3.6000000000000000,0.14
1341882,2012,01-07-2012,23-04-4780,4,RENT,1,Low,55000,1,15000, 36 months,1,INDIVIDUAL,1,DEBT_CONSOLIDATION,6,High,2,BAD LOAN,1,18.25,D,4,21.99,5436.2,3382.33,0,544.17,Northern-Irl,-9563.8,0,3.6666666666666667,0.16
1594733,2012,01-10-2012,18-03-4917,10,RENT,1,Low,41600,1,16425, 36 months,1,INDIVIDUAL,1,DEBT_CONSOLIDATION,6,Low,1,GOOD LOAN,0,12.12,B,2,4.03,19673.18873,16425,0,546.49,Northern-Irl,3248.18873,1,2.5327245053272451,0.16
